title,view,vote,describe,movie_genre,nation,follower,rating,season,combined_text
hồng hoang linh tôn,119919,8.7,sở thiên_đệ_tử nghèo học_viện thiên_phong ngôi trường nổi_tiếng trong thế_giới tu_tiên sở thiên_sống trong đói_khổ thiếu_thốn mọi thay_đổi đến anh anh kế_thừa khối tài_sản bạc tỉ đồng tài_sản sở_thiên bắt_đầu hành_trình mới trong sống mua_sắm xa hoa_trang đỉnh cấp đắm chìm trong sung sướngsở thiên_tuân nguyên_tắc phung_phí tài_nguyên sử_dụng tài_sản mình cách thông_minh anh mua_sắm loại đan dược bùa chú tinh_phẩm cấp cao độc_quyền ở thành thiên_phong_tạo sống tiêu tiền nước đặc_biệt anh coi tiền cảtuy_nhiên vẻ bình_yên thành phong_thiên làn_sóng ngầm thế_lực hắc_ám_nổi thế_lực âm_mưu_thống_trị thiên_hạ ngừng tìm_kiếm mạnh_mẽ đạt mục_tiêu họ sở_thiên vô_tình trở_thành mục_tiêu truy_sát thế_lực đối_mặt hiểm_nguy_đe dọa sống mình,anime_bộ cartoon fantasy adventure action,trung_quốc,62,tuổi_teen,2023.0,sở thiên_đệ_tử nghèo học_viện thiên_phong ngôi trường nổi_tiếng trong thế_giới tu_tiên sở thiên_sống trong đói_khổ thiếu_thốn mọi thay_đổi đến anh anh kế_thừa khối tài_sản bạc tỉ đồng tài_sản sở_thiên bắt_đầu hành_trình mới trong sống mua_sắm xa hoa_trang đỉnh cấp đắm chìm trong sung sướngsở thiên_tuân nguyên_tắc phung_phí tài_nguyên sử_dụng tài_sản mình cách thông_minh anh mua_sắm loại đan dược bùa chú tinh_phẩm cấp cao độc_quyền ở thành thiên_phong_tạo sống tiêu tiền nước đặc_biệt anh coi tiền cảtuy_nhiên vẻ bình_yên thành phong_thiên làn_sóng ngầm thế_lực hắc_ám_nổi thế_lực âm_mưu_thống_trị thiên_hạ ngừng tìm_kiếm mạnh_mẽ đạt mục_tiêu họ sở_thiên vô_tình trở_thành mục_tiêu truy_sát thế_lực đối_mặt hiểm_nguy_đe dọa sống mình anime_bộ cartoon fantasy adventure action trung_quốc tuổi_teen
tiên võ truyện,968196,8.5,tiên võ_truyện xoay quanh câu diệp thần phế_vật môn_phái đuổi khỏi tông_môn nhà lần tình_cờ chân_hỏa bước con đường tiên_võ lần thế_giới thần_tiên ma phật tồn_thời_đại chư thiên vạn_vực hỗn_loạn con đường nghịch thiên_diệp thần bắt_đầu trải trắc_trở luân_hồi bước đỉnh_cao đại_đạo,anime_bộ cartoon,trung_quốc,824,tuổi_teen,2023.0,tiên võ_truyện xoay quanh câu diệp thần phế_vật môn_phái đuổi khỏi tông_môn nhà lần tình_cờ chân_hỏa bước con đường tiên_võ lần thế_giới thần_tiên ma phật tồn_thời_đại chư thiên vạn_vực hỗn_loạn con đường nghịch thiên_diệp thần bắt_đầu trải trắc_trở luân_hồi bước đỉnh_cao đại_đạo anime_bộ cartoon trung_quốc tuổi_teen
one piece - đảo hải tặc,108965096,9.1,đảo hải_tặc one piece cậu bé monkey d luffy ăn nhầm trái_ác quỷ_biến thành người cao_su bao_giờ biết bơi cậu rời quê mình kiếm đủ thành_viên thành băng hải_tặc biệt_hiệu hải_tặc mũ rơm phiêu_lưu tìm_kiếm kho báu one piece bắt_đầu trong phiêu_lưu tìm_kiếm one piece băng hải_tặc mũ rơm chiến_đấu băng hải_tặc xấu khác muốn độc chiếm one piece hải_quân chính_phủ muốn diệt trừ hải_tặc băng hải_tặc mũ rơm_trải biết_bao_nhiêu khó_khăn lùi bước ước_mơ trở_thành vua hải_tặc chiếm kho báu one piece,anime_bộ shounen super_power fantasy drama comedy adventure action,nhật_bản,118954,tuổi_teen,1999.0,đảo hải_tặc one piece cậu bé monkey d luffy ăn nhầm trái_ác quỷ_biến thành người cao_su bao_giờ biết bơi cậu rời quê mình kiếm đủ thành_viên thành băng hải_tặc biệt_hiệu hải_tặc mũ rơm phiêu_lưu tìm_kiếm kho báu one piece bắt_đầu trong phiêu_lưu tìm_kiếm one piece băng hải_tặc mũ rơm chiến_đấu băng hải_tặc xấu khác muốn độc chiếm one piece hải_quân chính_phủ muốn diệt trừ hải_tặc băng hải_tặc mũ rơm_trải biết_bao_nhiêu khó_khăn lùi bước ước_mơ trở_thành vua hải_tặc chiếm kho báu one piece anime_bộ shounen super_power fantasy drama comedy adventure action nhật_bản tuổi_teen
đấu phá thương khung phần 5,6863873,9.6,đấu phá_thương khung già nam học_viện chủ_yếu kể diên_biến tiêu_viêm vân lam_tông truy_sát hắn ta chạy tới học_viện già nam tiếp_tục học hắn giao_thủ học_viên khác ý đối_đầu hắn hắn tiếp_tục cơ_hội gặp_gỡ huân_nhi,anime_bộ fantasy adventure action,trung_quốc,6060,tuổi_teen,2022.0,đấu phá_thương khung già nam học_viện chủ_yếu kể diên_biến tiêu_viêm vân lam_tông truy_sát hắn ta chạy tới học_viện già nam tiếp_tục học hắn giao_thủ học_viên khác ý đối_đầu hắn hắn tiếp_tục cơ_hội gặp_gỡ huân_nhi anime_bộ fantasy adventure action trung_quốc tuổi_teen
dược sư tự sự,1604169,9.8,quốc_gia rộng_lớn nào ở vùng đồng_bằng trung_tâm đại_lục trong triều_đình_hoàng_đế quốc_gia người thiếu_nữ tên thiếu_nữ maomao dược_sĩ khu đèn_đỏ hiện làm cung_nữ trong nội cung người thiếu_nữ người chắc_chắn coi cô gái đẹp giữ_mình chờ_đợi đến kỳ_hạn mình kết_thúc nàng tự_tin mình hoàng_đế viếng_thăm trong thời_gian cô biết đời ngắn_ngủi đứa con hoàng_đế maomao nghe nói đứa trẻ còn sống_sót trong tình_trạng nguy_kịch bắt_đầu_tra mình tìm nguyên_nhân lấy bối_cảnh ở thời trung_cổ phương đông cô gái thử độc tiếp_tục lần_lượt giải_quyết vụ án khó_khăn trong triều_đình,anime_bộ slice_of_life seinen drama comedy historical mystery,nhật_bản,1945,tuổi_teen,2023.0,quốc_gia rộng_lớn nào ở vùng đồng_bằng trung_tâm đại_lục trong triều_đình_hoàng_đế quốc_gia người thiếu_nữ tên thiếu_nữ maomao dược_sĩ khu đèn_đỏ hiện làm cung_nữ trong nội cung người thiếu_nữ người chắc_chắn coi cô gái đẹp giữ_mình chờ_đợi đến kỳ_hạn mình kết_thúc nàng tự_tin mình hoàng_đế viếng_thăm trong thời_gian cô biết đời ngắn_ngủi đứa con hoàng_đế maomao nghe nói đứa trẻ còn sống_sót trong tình_trạng nguy_kịch bắt_đầu_tra mình tìm nguyên_nhân lấy bối_cảnh ở thời trung_cổ phương đông cô gái thử độc tiếp_tục lần_lượt giải_quyết vụ án khó_khăn trong triều_đình anime_bộ slice_of_life seinen drama comedy historical mystery nhật_bản tuổi_teen
bokura no ameiro protocol,153724,9.0,shun tokinoya trung_học người sống chung mẹ em_gái cha cậu đời tai_nạn em_gái chấn_thương cậu bỏ game mình yêu_thích bắt_đầu làm quán cafe_điện_tử tên fox one cậu dành tất thời_gian học làm thêm ngày nọ cậu phát_hiện fox one nợ_nần chồng_chất shun người bạn mình tham_gia xaxerion championship lấy tiền thưởng trả nợ quán,anime_bộ game drama action,nhật_bản,157,tuổi_teen,2023.0,shun tokinoya trung_học người sống chung mẹ em_gái cha cậu đời tai_nạn em_gái chấn_thương cậu bỏ game mình yêu_thích bắt_đầu làm quán cafe_điện_tử tên fox one cậu dành tất thời_gian học làm thêm ngày nọ cậu phát_hiện fox one nợ_nần chồng_chất shun người bạn mình tham_gia xaxerion championship lấy tiền thưởng trả nợ quán anime_bộ game drama action nhật_bản tuổi_teen
tôi sẽ sống sót bằng cách sử dụng liệu dược!,134056,9.3,kaoru nagase tan_ca mệt_mỏi cô gặp hiện_tượng bí_ẩn xuyên cô ấy chuyển_sinh năng_lực sáng_tạo thuốc hiệu_ứng bá_đạo vãi lol cô ấy làm tiếp_mong anh_em coi biết,anime_bộ fantasy comedy adventure,nhật_bản,164,tuổi_teen,2023.0,kaoru nagase tan_ca mệt_mỏi cô gặp hiện_tượng bí_ẩn xuyên cô ấy chuyển_sinh năng_lực sáng_tạo thuốc hiệu_ứng bá_đạo vãi lol cô ấy làm tiếp_mong anh_em coi biết anime_bộ fantasy comedy adventure nhật_bản tuổi_teen
làm nóng lá gan chú heo,301198,7.2,biến thành lợn chuyển sinh_cơ chăm_nom bởi thiếu_nữ xinh_đẹp_lẽ hành_trình tệ lắm nhỉ tôi gã otaku_tẻ nhạt mất đi ý_thức_ăn gan lợn sống ngỡ bản_thân chuyển_sinh sang dị_giới ngờ mang hình_hài con heo jess cô thiếu_nữ khả_năng đọc thấu nội_tâm người khác cưu_mang chú lợn nằm lăn_lóc trong chuồng heo ụt_ịt dễ_thương quá nhờ tầm nhìn loài heo tôi thể nhìn thấy màu trắng tinh_khôi đằng tà_váy … “ à_nô em nghe thấy tiếng_nói trong đầu anh đó … ” chết dở_dục_vọng tôi nó rò_rỉ “ nếu anh muốn chút thôi ạ ” ế chờ … tưởng_tượng xem sống chăm_sóc cô thiếu_nữ trong_sáng người đón_nhận cái_dục_vọng cầm_thú tôi dù chút e_dè thế_nào hừm hừm làm lợn_lẽ tệ lắm nhỉ câu phiêu_lưu_ụt ụt chúng_tôi … hoặc đáng thế jess ơi sao em người ta muốn đoạt mạng hả nào hỡi chú lợn vốn thiếu_thốn ma_pháp lẫn kỹ_năng chiến_đấu hãy tận_dụng trí_tuệ_óc nhạy_bén khứu_giác cứu lấy cô thiếu_nữ giam_cầm trong cái định_mệnh_nghiệt_ngã tác_phẩm_thể_loại fantasy đoạt giải vàng dengeki bunko prize lần chuyển_sinh thành lợn,anime_bộ fantasy ecchi comedy adventure magic,nhật_bản,257,tuổi_teen,2023.0,biến thành lợn chuyển sinh_cơ chăm_nom bởi thiếu_nữ xinh_đẹp_lẽ hành_trình tệ lắm nhỉ tôi gã otaku_tẻ nhạt mất đi ý_thức_ăn gan lợn sống ngỡ bản_thân chuyển_sinh sang dị_giới ngờ mang hình_hài con heo jess cô thiếu_nữ khả_năng đọc thấu nội_tâm người khác cưu_mang chú lợn nằm lăn_lóc trong chuồng heo ụt_ịt dễ_thương quá nhờ tầm nhìn loài heo tôi thể nhìn thấy màu trắng tinh_khôi đằng tà_váy … “ à_nô em nghe thấy tiếng_nói trong đầu anh đó … ” chết dở_dục_vọng tôi nó rò_rỉ “ nếu anh muốn chút thôi ạ ” ế chờ … tưởng_tượng xem sống chăm_sóc cô thiếu_nữ trong_sáng người đón_nhận cái_dục_vọng cầm_thú tôi dù chút e_dè thế_nào hừm hừm làm lợn_lẽ tệ lắm nhỉ câu phiêu_lưu_ụt ụt chúng_tôi … hoặc đáng thế jess ơi sao em người ta muốn đoạt mạng hả nào hỡi chú lợn vốn thiếu_thốn ma_pháp lẫn kỹ_năng chiến_đấu hãy tận_dụng trí_tuệ_óc nhạy_bén khứu_giác cứu lấy cô thiếu_nữ giam_cầm trong cái định_mệnh_nghiệt_ngã tác_phẩm_thể_loại fantasy đoạt giải vàng dengeki bunko prize lần chuyển_sinh thành lợn anime_bộ fantasy ecchi comedy adventure magic nhật_bản tuổi_teen
ma thuật đặc biệt của phù thủy quay ngược thời gian,416562,9.3,thế_giới bờ vực diệt_vong chiến_tranh tàn_khốc kéo_dài trong “ mê_cung bóng_tối ” desir_arman trong pháp_sư tài_năng cuối còn tồn anh ta_thể sánh kẻ_thù_đáng gờm đe dọa tồn_nhân_loại anh ấy chắc_chắn ngày tận thế đến anh ấy đưa quay ngược thời_gian ngày đầu học phép_thuật học_viện hebrion_danh_tiếng cơ_hội hiếm_desir quyết_tâm cứu bản_thân còn người bạn đồng_đội anh mất_tích_trang kiến_thức tương_lai họ_liệu nỗ_lực anh ấy thể_tạo khác_biệt hay tất_chịu số_phận khủng_khiếp giống nhau dựa cuốn tiểu_thuyết ăn_khách,anime_bộ school fantasy magic action,nhật_bản,427,tuổi_teen,2023.0,thế_giới bờ vực diệt_vong chiến_tranh tàn_khốc kéo_dài trong “ mê_cung bóng_tối ” desir_arman trong pháp_sư tài_năng cuối còn tồn anh ta_thể sánh kẻ_thù_đáng gờm đe dọa tồn_nhân_loại anh ấy chắc_chắn ngày tận thế đến anh ấy đưa quay ngược thời_gian ngày đầu học phép_thuật học_viện hebrion_danh_tiếng cơ_hội hiếm_desir quyết_tâm cứu bản_thân còn người bạn đồng_đội anh mất_tích_trang kiến_thức tương_lai họ_liệu nỗ_lực anh ấy thể_tạo khác_biệt hay tất_chịu số_phận khủng_khiếp giống nhau dựa cuốn tiểu_thuyết ăn_khách anime_bộ school fantasy magic action nhật_bản tuổi_teen
spy x family season 2,1078212,9.2,spy x family,anime_bộ shounen comedy action,nhật_bản,778,tuổi_teen,2023.0,spy x family anime_bộ shounen comedy action nhật_bản tuổi_teen
ragna crimson,1626944,9.5,ragna thợ_săn rồng kém_cỏi anh cô em_gái vô mạnh_mẽ ngày nọ kẻ địch_cực mạnh xuất_hiện đe dọa sinh_mạng em_gái ragna_nhân_vật lạ_mặt xuất_hiện ông ta chính ragna trong tương_lai giữ sức_mạnh vô lớn ragna tương_lai căm_ghét sức_mạnh mình ragna hiện nó tương_lai trao sức_mạnh quá_khứ thợ_săn rồng_hùng mạnh đời,anime_bộ shounen supernatural romance fantasy drama adventure action,nhật_bản,1669,tuổi_teen,2023.0,ragna thợ_săn rồng kém_cỏi anh cô em_gái vô mạnh_mẽ ngày nọ kẻ địch_cực mạnh xuất_hiện đe dọa sinh_mạng em_gái ragna_nhân_vật lạ_mặt xuất_hiện ông ta chính ragna trong tương_lai giữ sức_mạnh vô lớn ragna tương_lai căm_ghét sức_mạnh mình ragna hiện nó tương_lai trao sức_mạnh quá_khứ thợ_săn rồng_hùng mạnh đời anime_bộ shounen supernatural romance fantasy drama adventure action nhật_bản tuổi_teen
hikikomari kyuuketsuki no monmon,948777,9.8,“ … fueh ” nàng thơ hikikomori_terakomari gọi tắt komari tỉnh dậy cơn say ngủ cô đột_nhiên bổ_nhiệm làm huy_thể đời đủ khổ quân_đoàn cô chịu trách_nhiệm đứng đầu biết đến lật_đổ sát_hại thủ_lĩnh họ mặc_dù cô_sinh trong gia_đình ma cà_rồng danh_giá cô_thể uống bất_kỳ loại máu nào khả_năng vận_động thể_chất cô gần con_số cơ_thể nhỏ_tuổi thậm_chí cô còn_thể sử_dụng phép_thuật hành_lanh tuyệt_vọng vô_tận nàng maid đáng tin_cậy vill mặt cứu_vớt cô tôi komarisama tôi đảm_bảo ngài phát_hiện đâu bộ truyện_fantasy hài_hước tranh_đấu komari khai_màn dù hikikomori đặt hết_tâm sức_liệu cô_thể làm,anime_bộ vampire supernatural fantasy comedy military magic action,nhật_bản,926,tuổi_teen,2023.0,“ … fueh ” nàng thơ hikikomori_terakomari gọi tắt komari tỉnh dậy cơn say ngủ cô đột_nhiên bổ_nhiệm làm huy_thể đời đủ khổ quân_đoàn cô chịu trách_nhiệm đứng đầu biết đến lật_đổ sát_hại thủ_lĩnh họ mặc_dù cô_sinh trong gia_đình ma cà_rồng danh_giá cô_thể uống bất_kỳ loại máu nào khả_năng vận_động thể_chất cô gần con_số cơ_thể nhỏ_tuổi thậm_chí cô còn_thể sử_dụng phép_thuật hành_lanh tuyệt_vọng vô_tận nàng maid đáng tin_cậy vill mặt cứu_vớt cô tôi komarisama tôi đảm_bảo ngài phát_hiện đâu bộ truyện_fantasy hài_hước tranh_đấu komari khai_màn dù hikikomori đặt hết_tâm sức_liệu cô_thể làm anime_bộ vampire supernatural fantasy comedy military magic action nhật_bản tuổi_teen
thám tử lừng danh conan,36869378,9.3,mở_đầu câu truyện cậu học_sinh trung_học_tuổi shinichi kudo biến thành cậu bé conan edogawa shinichi trong đầu thám_tử lừng_danh conan miêu_tả thám_tử học_đường xuất_sắc trong lần đi chơi công_viên miền nhiệt_đới cô bạn thuở nhỏ ran mori cậu tình_cờ chứng_kiến vụ án giết người kishida hành_khách trong trò_chơi chuyến tàu_tốc_hành giết cách dã_man cậu giúp cảnh_sát làm sáng_tỏ vụ án đường nhà_cậu vô_tình phát_hiện vụ làm_ăn mờ_ám người đàn_ông mặc toàn đồ đen chúng phát_hiện cậu shinichi đánh ngất đi người đàn_ông áo đen cậu uống thuốc_độc thử_nghiệm apotoxin aptx mục_đích thủ_tiêu cậu tuy_nhiên chất_độc giết chết kudo tỉnh cậu bàng_hoàng nhận thấy mình teo nhỏ thành hình_dạng cậu học_sinh tiểu_học lời khuyên tiến_sĩ hiroshi agasa shinichi che_giấu tung_tích tránh tổ_chức áo đen_thể phát_hiện cậu còn sống ran hỏi tên cậu shinichi ghép conan trong tên sir arthur conan doyle edogawa trong tên edogawa rampo buột_miệng nói tên mình conan_edogawa tiến_sĩ agasa nói conan người cháu mình hiện ông quá bận_rộn_thể chăm_sóc chú bé nhờ ran trông_nom conan giúp mình ran nhận_lời conan sống nhà_ran tức văn_phòng thám_tử mori che_giấu thân phận_tra tung_tích tổ_chức áo đen tìm_kiếm thuốc giải độc,anime_bộ shounen police comedy adventure mystery,nhật_bản,37910,tuổi_teen,1996.0,mở_đầu câu truyện cậu học_sinh trung_học_tuổi shinichi kudo biến thành cậu bé conan edogawa shinichi trong đầu thám_tử lừng_danh conan miêu_tả thám_tử học_đường xuất_sắc trong lần đi chơi công_viên miền nhiệt_đới cô bạn thuở nhỏ ran mori cậu tình_cờ chứng_kiến vụ án giết người kishida hành_khách trong trò_chơi chuyến tàu_tốc_hành giết cách dã_man cậu giúp cảnh_sát làm sáng_tỏ vụ án đường nhà_cậu vô_tình phát_hiện vụ làm_ăn mờ_ám người đàn_ông mặc toàn đồ đen chúng phát_hiện cậu shinichi đánh ngất đi người đàn_ông áo đen cậu uống thuốc_độc thử_nghiệm apotoxin aptx mục_đích thủ_tiêu cậu tuy_nhiên chất_độc giết chết kudo tỉnh cậu bàng_hoàng nhận thấy mình teo nhỏ thành hình_dạng cậu học_sinh tiểu_học lời khuyên tiến_sĩ hiroshi agasa shinichi che_giấu tung_tích tránh tổ_chức áo đen_thể phát_hiện cậu còn sống ran hỏi tên cậu shinichi ghép conan trong tên sir arthur conan doyle edogawa trong tên edogawa rampo buột_miệng nói tên mình conan_edogawa tiến_sĩ agasa nói conan người cháu mình hiện ông quá bận_rộn_thể chăm_sóc chú bé nhờ ran trông_nom conan giúp mình ran nhận_lời conan sống nhà_ran tức văn_phòng thám_tử mori che_giấu thân phận_tra tung_tích tổ_chức áo đen tìm_kiếm thuốc giải độc anime_bộ shounen police comedy adventure mystery nhật_bản tuổi_teen
